id_log,id_host,timestamp,request_type,response_time_ms,status_code,user
110862,SIIRL003,2024-02-23 04:50:29,GET,26,404,user377
110863,SIIRL003,2024-10-04 08:52:28,GET,102,403,user721
110864,SIIRL003,2025-08-11 22:19:52,GET,63,200,user411
110865,SIIRL003,2024-07-08 12:30:48,GET,37,200,user364
110866,SIIRL003,2024-11-29 20:02:59,GET,27,200,user956
110867,SIIRL003,2025-04-14 08:56:33,POST,36,200,user040
110868,SIIRL003,2024-05-09 04:41:12,POST,649,200,user838
110869,SIIRL003,2024-03-17 17:34:22,GET,36,200,user239
110870,SIIRL003,2024-07-24 06:30:23,GET,138,200,user607
110871,SIIRL003,2025-01-22 23:53:25,GET,357,200,user847
110872,SIIRL003,2024-07-24 19:55:43,GET,1,200,user816
110873,SIIRL003,2024-09-22 21:13:42,GET,298,201,user199
110874,SIIRL003,2024-04-07 06:22:25,DELETE,1,201,user194
110875,SIIRL003,2025-05-21 02:03:03,POST,77,200,user682
110876,SIIRL003,2024-12-30 03:10:19,PUT,43,200,user347
110877,SIIRL003,2025-04-24 05:15:50,PUT,358,401,user308
110878,SIIRL003,2024-07-02 02:28:01,POST,46,403,user904
110879,SIIRL003,2024-03-28 00:24:16,GET,104,404,user495
110880,SIIRL003,2024-06-17 18:19:56,GET,123,200,user649
110881,SIIRL003,2025-07-06 19:47:08,GET,420,200,user287
110882,SIIRL003,2025-06-16 23:28:24,GET,1,200,user890
110883,SIIRL003,2024-12-21 19:15:59,GET,868,200,user173
110884,SIIRL003,2024-05-28 00:37:13,POST,1,200,user109
110885,SIIRL003,2024-08-25 03:12:31,GET,48,200,user339
110886,SIIRL003,2025-02-27 03:46:04,GET,101,200,user326
110887,SIIRL003,2024-05-08 04:24:30,GET,40,200,user116
110888,SIIRL003,2024-10-03 17:39:27,GET,1,200,user777
110889,SIIRL003,2024-06-08 06:59:03,GET,872,200,user847
110890,SIIRL003,2024-03-23 10:32:22,PUT,206,200,user517
110891,SIIRL003,2024-01-15 03:13:31,GET,1,404,user510
110892,SIIRL003,2024-09-10 20:12:41,GET,215,200,user802
110893,SIIRL003,2025-08-21 18:43:24,GET,188,200,user083
110894,SIIRL003,2024-05-02 14:16:32,GET,121,404,user224
110895,SIIRL003,2025-03-14 15:49:05,GET,565,200,user947
110896,SIIRL003,2024-03-27 18:15:06,GET,311,200,user646
110897,SIIRL003,2025-04-29 01:33:25,POST,128,200,user736
110898,SIIRL003,2024-12-11 17:23:50,POST,248,200,user035
110899,SIIRL003,2024-01-17 05:04:38,GET,213,200,user164
110900,SIIRL003,2024-01-29 10:13:56,GET,402,400,user109
110901,SIIRL003,2025-08-16 05:47:21,GET,156,200,user509
110902,SIIRL003,2024-03-06 01:19:11,POST,23,200,user557
110903,SIIRL003,2024-05-16 23:21:35,POST,1,200,user534
110904,SIIRL003,2025-07-09 02:31:45,POST,221,404,user897
110905,SIIRL003,2024-03-28 08:50:35,POST,658,200,user440
110906,SIIRL003,2025-03-06 06:49:42,GET,448,400,user668
110907,SIIRL003,2025-02-17 21:09:28,GET,390,200,user528
110908,SIIRL003,2025-01-19 08:33:26,GET,129,200,user486
110909,SIIRL003,2024-07-27 15:36:45,POST,46,200,user160
110910,SIIRL003,2024-02-16 11:16:49,PUT,42,404,user989
110911,SIIRL003,2024-07-06 09:52:23,GET,137,200,user369
110912,SIIRL003,2025-02-14 06:16:57,GET,291,200,user238
110913,SIIRL003,2025-07-27 16:29:34,GET,96,401,user739
110914,SIIRL003,2025-04-17 05:43:54,POST,69,200,user536
110915,SIIRL003,2024-08-18 19:33:58,GET,1,404,user981
110916,SIIRL003,2024-02-14 01:39:57,GET,218,200,user188
110917,SIIRL003,2025-05-13 21:59:43,GET,121,201,user752
110918,SIIRL003,2024-04-23 22:56:49,GET,162,200,user440
110919,SIIRL003,2025-02-18 20:01:22,GET,229,200,user633
110920,SIIRL003,2025-07-12 19:48:03,GET,905,200,user131
110921,SIIRL003,2025-04-11 17:15:23,DELETE,582,200,user595
110922,SIIRL003,2024-01-12 22:37:27,GET,62,200,user361
110923,SIIRL003,2025-03-06 15:35:55,GET,191,200,user406
110924,SIIRL003,2025-07-10 10:54:07,POST,154,200,user362
110925,SIIRL003,2024-05-05 05:18:59,GET,47,404,user909
110926,SIIRL003,2025-07-01 18:52:38,DELETE,1,200,user718
110927,SIIRL003,2024-02-05 20:31:54,DELETE,264,200,user456
110928,SIIRL003,2024-10-04 21:16:25,DELETE,1,200,user876
110929,SIIRL003,2024-08-21 19:34:27,GET,1,200,user434
110930,SIIRL003,2024-09-20 14:56:27,GET,36,200,user636
110931,SIIRL003,2024-04-13 11:41:32,DELETE,24,404,user276
110932,SIIRL003,2024-08-04 01:18:10,GET,270,404,user172
110933,SIIRL003,2024-10-10 03:33:48,GET,189,200,user176
110934,SIIRL003,2025-02-14 18:25:36,GET,48,403,user770
110935,SIIRL003,2024-08-29 12:26:41,POST,85,200,user537
110936,SIIRL003,2025-06-13 05:57:45,GET,43,404,user087
110937,SIIRL003,2024-07-10 13:12:07,GET,18,200,user013
110938,SIIRL003,2025-05-19 08:26:44,GET,127,404,user344
110939,SIIRL003,2024-01-17 08:09:18,PUT,261,200,user460
110940,SIIRL003,2024-05-06 11:19:36,GET,848,200,user356
110941,SIIRL003,2025-07-21 08:08:01,DELETE,165,404,user095
110942,SIIRL003,2025-01-05 15:51:37,GET,325,400,user574
110943,SIIRL003,2025-06-30 20:22:01,GET,93,200,user472
110944,SDFRA003,2024-05-23 06:36:26,GET,276,200,user069
110945,SDFRA003,2024-10-05 02:19:27,GET,450,200,user066
110946,SDFRA003,2025-07-22 23:27:49,GET,169,200,user069
110947,SDFRA003,2024-04-16 14:27:49,GET,216,200,user239
110948,SDFRA003,2024-07-15 16:28:57,GET,9,200,user400
110949,SDFRA003,2024-02-09 02:41:41,GET,164,200,user383
110950,SDFRA003,2025-01-22 01:28:27,GET,19,201,user606
110951,SDFRA003,2024-05-13 09:20:39,PUT,1,200,user725
110952,SDFRA003,2025-06-09 00:31:54,GET,107,200,user559
110953,SDFRA003,2024-06-25 04:05:55,GET,623,200,user062
110954,SDFRA003,2024-03-07 12:10:00,POST,19,200,user928
110955,SDFRA003,2024-04-18 17:10:40,GET,208,200,user854
110956,SDFRA003,2024-08-21 07:30:26,GET,255,200,user694
110957,SDFRA003,2024-12-14 13:20:26,POST,156,200,user009
110958,SDFRA003,2025-05-17 18:07:27,PUT,170,201,user346
110959,SDFRA003,2024-07-27 19:53:51,GET,623,200,user382
110960,SDFRA003,2024-06-29 16:02:29,GET,212,200,user613
110961,SDFRA003,2025-06-26 06:22:31,POST,340,500,user751
110962,SDFRA003,2024-12-22 13:33:33,GET,57,200,user001
110963,SDFRA003,2025-09-08 15:07:51,GET,285,200,user877
110964,SDFRA003,2025-02-12 05:53:12,GET,68,200,user226
110965,SDFRA003,2025-06-02 08:17:18,POST,1,200,user067
110966,SDFRA003,2024-12-25 17:48:52,GET,401,200,user096
110967,SDFRA003,2025-05-16 19:33:04,POST,623,404,user032
110968,SDFRA003,2024-05-16 14:56:56,GET,190,200,user019
110969,SDFRA003,2024-03-19 16:33:44,PUT,437,200,user732
110970,SDFRA003,2025-06-24 09:02:15,GET,1,200,user905
110971,SDFRA003,2025-02-26 01:50:33,GET,83,200,user027
110972,SDFRA003,2025-08-22 06:15:57,PUT,199,200,user573
110973,SDFRA003,2024-05-13 16:00:47,GET,3,200,user674
110974,SDFRA003,2024-07-22 05:56:14,GET,249,404,user078
110975,SDFRA003,2024-07-03 18:15:22,GET,110,404,user805
110976,SDFRA003,2024-07-06 00:06:49,GET,1,200,user354
110977,SDFRA003,2025-02-17 14:45:06,POST,99,404,user730
110978,SDFRA003,2024-09-21 05:15:02,PUT,87,200,user207
110979,SDFRA003,2025-06-02 10:46:50,GET,34,200,user711
110980,SDFRA003,2024-06-17 20:10:51,GET,205,200,user582
110981,SDFRA003,2024-02-18 15:27:30,POST,103,200,user810
110982,SDFRA003,2024-12-20 16:42:34,GET,132,200,user485
110983,SDFRA003,2024-09-08 02:37:33,GET,201,200,user127
110984,SDFRA003,2025-03-16 16:12:45,GET,755,404,user561
110985,SDFRA003,2024-07-30 04:10:02,GET,63,404,user654
110986,SDFRA003,2025-02-13 22:58:20,PUT,1,200,user540
110987,SDFRA003,2024-07-15 17:24:09,GET,139,200,user574
110988,SDFRA003,2025-01-27 04:53:02,GET,700,400,user896
110989,SDFRA003,2025-07-06 13:22:16,GET,194,404,user240
110990,SDFRA003,2025-05-22 12:00:55,PUT,394,201,user987
110991,SDFRA003,2025-04-16 22:55:49,GET,224,401,user130
110992,SDFRA003,2025-04-22 01:14:45,GET,1,200,user708
110993,SDFRA003,2025-01-25 23:55:37,GET,1,200,user671
110994,SDFRA003,2025-04-02 06:34:22,DELETE,128,200,user109
110995,SDFRA003,2024-03-03 10:56:02,GET,22,200,user431
110996,SDFRA003,2024-07-17 21:41:09,GET,27,200,user131
110997,SDFRA003,2024-02-23 23:30:57,PUT,117,200,user124
110998,SDFRA003,2024-06-25 17:51:46,POST,265,201,user599
110999,SDFRA003,2025-06-13 04:37:25,GET,1,200,user690
111000,SDFRA003,2024-10-24 19:06:31,GET,307,200,user765
111001,SDFRA003,2025-03-09 06:29:11,GET,109,200,user442
111002,SDFRA003,2025-05-24 08:11:51,GET,63,200,user992
111003,SDFRA003,2024-02-14 09:54:59,POST,57,200,user190
111004,SDFRA003,2024-01-18 16:42:56,GET,239,200,user176
111005,SDFRA003,2024-09-01 03:02:11,GET,425,404,user062
111006,SDFRA003,2024-05-04 13:02:32,POST,376,200,user849
111007,SDFRA003,2025-08-14 15:57:06,GET,1,201,user056
111008,SDFRA003,2025-03-24 00:13:15,GET,797,200,user663
111009,SDFRA003,2024-07-20 16:00:00,GET,9,200,user267
111010,SDFRA003,2024-04-28 13:16:34,POST,40,200,user005
111011,SDFRA003,2024-01-06 13:01:16,GET,90,201,user164
111012,SDFRA003,2024-01-10 13:27:33,GET,137,200,user703
111013,SDFRA003,2024-04-22 17:05:33,PUT,155,200,user787
111014,SDFRA003,2025-02-05 06:14:26,GET,161,404,user147
111015,SDFRA003,2024-10-11 22:03:59,PUT,18,200,user652
111016,SDFRA003,2024-04-17 09:17:34,PUT,86,404,user077
111017,SDFRA003,2024-08-09 04:49:55,GET,280,200,user407
111018,SDFRA003,2024-11-24 08:56:55,GET,1,200,user386
111019,SDFRA003,2025-01-23 06:03:15,GET,199,404,user323
111020,SDFRA003,2025-09-04 02:01:13,GET,276,200,user759
111021,SDFRA003,2024-12-10 12:27:05,GET,285,200,user036
111022,SDFRA003,2024-04-05 23:15:16,POST,288,404,user725
111023,SDFRA003,2024-02-10 10:39:17,POST,113,200,user230
111024,SDFRA003,2024-12-11 07:03:08,GET,233,201,user798
111025,SDFRA003,2024-05-26 12:44:29,DELETE,179,200,user964
111026,SDFRA003,2024-06-02 13:34:48,GET,555,404,user735
111027,SDFRA003,2024-02-21 03:06:44,GET,29,403,user677
111028,SDFRA003,2024-02-16 04:02:42,POST,514,200,user081
111029,SDFRA003,2024-04-13 02:51:30,GET,390,404,user622
111030,SDFRA003,2024-08-25 17:26:56,GET,208,200,user029
111031,SDFRA003,2024-07-10 03:08:33,GET,237,200,user629
111032,SDFRA003,2024-02-13 01:31:07,GET,62,404,user199
111033,SDFRA003,2025-02-18 13:05:42,DELETE,9,200,user299
111034,SDFRA003,2025-09-04 19:31:41,POST,115,404,user576
111035,SDFRA003,2024-12-23 09:58:58,GET,68,200,user357
111036,SDFRA003,2025-06-20 15:43:42,GET,90,201,user627
111037,SDFRA003,2024-11-12 08:13:20,GET,152,200,user898
111038,SDFRA003,2024-02-03 01:00:03,GET,41,404,user398
111039,SDFRA003,2024-08-24 18:43:56,GET,10,400,user613
111040,SDFRA003,2024-01-13 05:28:32,DELETE,260,200,user317
111041,SDFRA003,2025-01-27 19:45:22,GET,326,200,user813
111042,SDFRA003,2025-02-03 01:56:55,GET,163,200,user006
111043,SDFRA003,2024-02-09 10:32:46,PUT,238,404,user915
111044,SDFRA003,2024-11-21 17:54:01,POST,147,200,user838
111045,SDFRA003,2024-01-12 19:10:50,GET,183,401,user287
111046,SDFRA003,2024-03-05 01:29:01,GET,117,401,user226
111047,SDFRA003,2024-12-31 18:09:40,GET,130,404,user596
111048,SDFRA003,2025-09-28 01:32:42,GET,44,200,user133
111049,SDFRA003,2025-02-20 07:35:23,GET,208,500,user989
111050,SDFRA003,2024-08-01 09:58:34,GET,156,404,user649
111051,SDFRA003,2024-09-16 02:24:06,GET,1,200,user185
111052,SDFRA003,2024-04-26 05:34:50,GET,102,500,user433
111053,SDFRA003,2024-11-15 02:46:47,GET,225,200,user349
111054,SDFRA003,2025-07-29 01:51:17,PUT,16,404,user488
111055,SDFRA003,2025-06-15 07:13:08,GET,27,200,user446
111056,SDFRA003,2025-03-04 19:23:56,DELETE,282,200,user993
111057,SDFRA003,2025-06-08 06:36:47,GET,13,200,user363
111058,SDFRA003,2025-09-01 15:06:26,GET,15,200,user397
111059,SDFRA003,2024-04-06 02:12:46,GET,116,200,user100
111060,SDFRA003,2025-02-03 03:32:59,GET,640,401,user274
111061,SDFRA003,2024-01-30 16:52:44,GET,1,200,user197
111062,SDFRA003,2024-03-29 21:43:47,POST,400,403,user497
111063,SDFRA003,2024-10-09 19:51:34,GET,151,200,user434
111064,SDFRA003,2024-11-17 20:21:28,GET,1,200,user124
111065,SDFRA003,2024-04-19 19:06:01,DELETE,273,200,user356
111066,SDFRA003,2024-01-16 11:33:41,GET,45,401,user911
111067,SDFRA003,2025-02-13 15:46:25,GET,137,200,user124
111068,SDFRA003,2025-03-01 16:47:20,GET,164,200,user353
111069,SDFRA003,2025-03-29 09:10:17,GET,182,404,user774
111070,SDFRA003,2024-08-04 17:41:08,GET,82,401,user594
111071,SDFRA003,2025-05-02 06:14:57,GET,99,200,user287
111072,SDFRA003,2025-07-06 17:05:33,GET,337,200,user784
111073,SDFRA003,2025-08-05 01:46:26,GET,74,200,user186
111074,SDFRA003,2025-08-02 13:07:52,GET,219,200,user809
111075,SDFRA003,2025-01-04 11:47:24,POST,198,200,user684
111076,LSFRA003,2025-09-03 16:17:51,GET,26,200,user530
111077,LSFRA003,2025-03-07 12:17:56,GET,55,200,user133
111078,LSFRA003,2024-06-14 23:44:52,GET,1,200,user841
111079,LSFRA003,2025-09-16 19:06:12,DELETE,87,404,user111
111080,LSFRA003,2025-09-13 18:39:44,PUT,390,404,user870
111081,LSFRA003,2025-05-15 02:14:03,GET,433,200,user362
111082,LSFRA003,2024-06-08 11:22:34,GET,1,200,user391
111083,LSFRA003,2025-08-13 14:10:53,GET,197,200,user473
111084,LSFRA003,2024-04-18 00:47:32,GET,585,200,user625
111085,LSFRA003,2024-01-01 16:48:53,GET,272,200,user863
111086,LSFRA003,2025-06-20 11:10:19,GET,17,200,user812
111087,LSFRA003,2024-01-02 17:42:01,POST,55,200,user881
111088,LSFRA003,2024-11-17 19:34:28,GET,204,200,user424
111089,LSFRA003,2024-12-10 11:45:02,GET,137,404,user708
111090,LSFRA003,2025-08-08 08:21:52,GET,413,200,user957
111091,LSFRA003,2024-07-11 14:12:43,POST,358,200,user851
111092,LSFRA003,2025-08-04 04:28:48,GET,603,200,user582
111093,LSFRA003,2025-07-21 21:53:25,POST,147,200,user426
111094,LSFRA003,2025-04-23 22:28:32,PUT,48,200,user127
111095,LSFRA003,2025-09-19 12:31:04,GET,1,200,user196
111096,LSFRA003,2024-12-02 22:27:27,GET,1,200,user825
111097,LSFRA003,2025-04-12 13:02:50,GET,16,401,user661
111098,LSFRA003,2024-12-16 10:51:59,GET,218,200,user676
111099,LSFRA003,2025-09-22 13:10:30,GET,179,200,user135
111100,LSFRA003,2024-09-08 08:17:56,GET,349,200,user421
111101,LSFRA003,2024-09-08 08:49:18,GET,57,200,user779
111102,LSFRA003,2024-06-17 10:52:12,GET,63,200,user632
111103,LSFRA003,2024-07-10 08:12:28,PUT,237,403,user327
111104,LSFRA003,2024-08-20 12:28:46,PUT,543,200,user468
111105,LSFRA003,2024-08-11 03:40:44,GET,92,200,user653
111106,LSFRA003,2025-04-27 06:44:50,GET,40,200,user810
111107,LSFRA003,2024-01-28 17:44:29,PUT,127,200,user517
111108,LSFRA003,2024-09-16 08:32:48,POST,493,200,user585
111109,LSFRA003,2024-04-11 04:36:13,GET,338,200,user944
111110,LSFRA003,2025-03-02 19:12:43,GET,33,200,user896
111111,LSFRA003,2025-06-22 15:07:47,GET,29,200,user467
111112,LSFRA003,2024-01-10 19:38:14,GET,207,201,user027
111113,LSFRA003,2024-03-22 04:54:11,GET,285,200,user462
111114,LSFRA003,2025-04-05 22:01:25,GET,1,401,user068
111115,LSFRA003,2025-04-07 15:02:21,GET,183,404,user109
111116,LSFRA003,2025-01-25 18:41:11,PUT,187,200,user552
111117,LSFRA003,2024-09-20 09:33:44,PUT,68,200,user005
111118,LSFRA003,2025-03-05 02:09:11,PUT,183,200,user038
111119,LSFRA003,2024-11-30 13:25:34,POST,17,201,user177
111120,LSFRA003,2024-07-05 01:25:53,GET,224,400,user537
111121,LSFRA003,2024-08-07 21:57:21,GET,1,200,user512
111122,LSFRA003,2024-12-20 09:34:28,GET,1,404,user104
111123,LSFRA003,2025-06-29 10:24:01,PUT,309,200,user069
111124,LSFRA003,2024-11-29 18:08:52,GET,23,200,user305
111125,LSFRA003,2024-08-19 04:10:28,GET,174,200,user019
111126,LSFRA003,2024-07-15 10:20:01,GET,199,404,user599
111127,LSFRA003,2024-05-24 02:55:07,GET,1,200,user305
111128,LSFRA003,2024-05-22 04:37:09,POST,1,200,user302
111129,LSFRA003,2025-01-18 00:55:49,GET,222,404,user790
111130,LSFRA003,2025-01-08 19:14:50,GET,50,201,user852
111131,LSFRA003,2024-07-24 01:07:46,PUT,24,500,user508
111132,LSFRA003,2025-03-24 02:19:12,GET,413,200,user226
111133,LSFRA003,2024-04-08 04:57:33,GET,94,200,user913
111134,LSFRA003,2024-06-24 08:04:19,GET,47,200,user024
111135,LSFRA003,2024-04-25 03:31:40,GET,77,200,user207
111136,LSFRA003,2024-03-05 12:50:35,POST,308,404,user307
111137,LSFRA003,2024-12-15 15:54:11,PUT,116,200,user893
111138,LSFRA003,2024-12-02 13:37:57,GET,88,404,user531
111139,LSFRA003,2025-01-05 11:26:23,GET,154,404,user128
111140,LSFRA003,2024-05-04 12:11:56,POST,155,201,user534
111141,LSFRA003,2024-02-29 05:16:40,POST,110,200,user619
111142,LSFRA003,2024-10-23 07:50:59,GET,226,404,user535
111143,LSFRA003,2025-09-09 21:34:24,GET,98,200,user652
111144,LSFRA003,2024-08-25 18:30:37,POST,194,404,user309
111145,LSFRA003,2025-04-08 12:37:54,GET,112,404,user081
111146,LSFRA003,2024-01-10 18:18:40,GET,229,200,user495
111147,LSFRA003,2024-07-27 04:35:57,POST,225,200,user873
111148,LSFRA003,2024-03-24 01:13:12,GET,861,200,user545
111149,LSFRA003,2024-10-26 19:05:46,POST,283,200,user954
111150,LSFRA003,2024-06-11 14:07:24,PUT,480,200,user390
111151,LSFRA003,2025-06-06 12:44:55,GET,244,200,user133
111152,LSFRA003,2024-08-20 08:46:31,POST,382,200,user255
111153,LSFRA003,2025-09-18 13:43:44,GET,188,500,user205
111154,LSFRA003,2025-07-04 00:59:56,POST,11,404,user445
111155,LSFRA003,2025-05-09 20:23:24,POST,1,200,user191
111156,LSFRA003,2024-07-22 22:29:53,GET,259,200,user910
111157,LSFRA003,2025-08-17 16:29:21,POST,228,200,user819
111158,LSFRA003,2025-04-08 17:35:11,GET,70,400,user745
111159,LSFRA003,2025-05-06 02:25:28,GET,83,404,user509
111160,LSFRA003,2025-06-26 18:21:49,GET,203,200,user068
111161,LSFRA003,2024-01-14 05:39:38,GET,144,200,user068
111162,LSFRA003,2024-06-06 13:36:47,GET,92,200,user537
111163,LSFRA003,2025-06-25 07:02:39,GET,392,200,user649
111164,LSFRA003,2024-11-01 13:55:51,GET,255,200,user092
111165,LSFRA003,2024-09-02 21:10:12,DELETE,241,201,user166
111166,LSFRA003,2024-02-26 00:20:15,GET,133,200,user060
111167,LSFRA003,2024-06-16 02:25:35,GET,564,200,user663
111168,LSFRA003,2024-09-24 10:47:02,GET,1,200,user354
111169,LSFRA003,2025-05-16 02:56:11,GET,163,200,user491
111170,LSFRA003,2024-08-26 10:44:17,GET,791,200,user944
111171,LSFRA003,2024-02-26 11:06:49,GET,133,404,user435
111172,LSFRA003,2025-06-07 02:28:16,GET,126,200,user525
111173,LSFRA003,2024-02-26 14:53:54,GET,248,200,user541
111174,LSFRA003,2025-05-01 13:26:33,POST,1,200,user507
111175,LSFRA003,2025-07-25 12:15:02,GET,1,200,user330
111176,LSFRA003,2024-12-04 19:49:28,GET,353,200,user580
111177,LSFRA003,2025-07-14 22:10:19,GET,186,200,user854
111178,LSFRA003,2025-04-11 07:50:05,GET,766,403,user748
111179,LSFRA003,2025-05-16 19:39:55,GET,95,200,user960
111180,LSFRA003,2024-10-14 10:42:23,GET,105,404,user343
111181,LSFRA003,2024-12-26 04:59:13,POST,168,200,user282
111182,LSFRA003,2025-03-08 16:26:31,GET,11,200,user335
111183,LSFRA003,2025-01-29 23:02:04,GET,15,401,user798
111184,LSFRA003,2024-10-11 11:06:40,GET,351,201,user863
111185,LSFRA003,2024-07-14 05:51:46,PUT,350,200,user633
111186,LSFRA003,2024-02-06 10:32:24,GET,111,200,user411
111187,LSFRA003,2024-03-07 02:22:02,GET,60,403,user044
111188,LSFRA003,2025-08-20 18:03:02,DELETE,334,200,user015
111189,LSFRA003,2024-09-06 07:56:12,GET,8,200,user897
111190,LSFRA003,2025-04-02 20:11:26,POST,92,404,user651
111191,LSFRA003,2025-05-22 02:17:38,GET,152,404,user600
111192,LSFRA003,2024-03-27 00:07:42,POST,49,200,user521
111193,LSFRA003,2024-10-12 19:30:47,GET,83,403,user772
111194,LSFRA003,2025-05-18 02:29:13,GET,50,200,user020
111195,LSFRA003,2024-02-03 13:56:52,GET,158,201,user485
111196,LSFRA003,2024-09-27 01:56:55,PUT,123,201,user813
111197,LSFRA003,2025-02-17 15:10:47,POST,179,201,user695
111198,LSFRA003,2024-12-19 21:11:24,GET,234,200,user920
111199,LSFRA003,2025-08-22 15:34:41,POST,91,200,user948
111200,LSFRA003,2024-02-02 16:00:04,GET,331,200,user890
111201,LSFRA003,2025-04-15 20:57:45,GET,1,200,user592
111202,LSFRA003,2024-09-02 22:43:34,GET,23,200,user602
111203,LSFRA003,2024-02-18 05:30:07,GET,105,200,user882
111204,LSFRA003,2024-03-02 12:55:22,GET,560,200,user518
111205,LSFRA003,2025-06-01 12:19:42,GET,1,200,user056
111206,LSFRA003,2024-09-07 18:46:13,GET,175,404,user463
111207,LSFRA003,2024-10-10 13:54:30,PUT,38,200,user798
111208,LSFRA003,2025-02-15 21:30:41,GET,73,200,user270
111209,LSFRA003,2025-06-25 18:46:44,GET,418,200,user293
111210,LSFRA003,2025-02-05 13:17:07,GET,415,200,user004
111211,LSFRA003,2024-06-30 07:15:27,GET,77,200,user155
111212,LSFRA003,2024-02-24 15:44:59,GET,431,404,user507
111213,LSFRA003,2025-06-17 14:41:59,POST,106,200,user233
111214,LSFRA003,2025-03-06 13:47:52,GET,47,200,user512
111215,LSFRA003,2024-04-16 20:57:56,GET,113,404,user146
111216,LSFRA003,2025-06-25 19:04:48,DELETE,231,200,user154
111217,LSFRA003,2024-04-11 02:48:46,GET,28,500,user785
111218,SPFRA005,2024-12-12 09:53:56,PUT,60,200,user063
111219,SPFRA005,2025-02-25 16:58:41,GET,27,200,user938
111220,SPFRA005,2024-01-04 04:05:18,GET,1,400,user315
111221,SPFRA005,2025-07-28 22:01:30,GET,158,200,user886
111222,SPFRA005,2024-07-30 01:25:45,GET,203,404,user521
111223,SPFRA005,2024-06-29 07:47:05,GET,20,200,user371
111224,SPFRA005,2024-02-08 01:12:21,POST,1,201,user563
111225,SPFRA005,2024-03-08 17:47:46,GET,237,200,user115
111226,SPFRA005,2025-04-06 15:59:07,POST,48,200,user193
111227,SPFRA005,2024-09-20 00:34:05,GET,124,200,user183
111228,SPFRA005,2024-03-13 05:18:48,GET,184,200,user463
111229,SPFRA005,2025-09-26 02:35:05,GET,89,404,user081
111230,SPFRA005,2024-02-26 01:16:26,DELETE,180,200,user353
111231,SPFRA005,2025-09-10 09:38:40,GET,25,200,user474
111232,SPFRA005,2024-04-24 17:41:50,POST,316,200,user733
111233,SPFRA005,2024-05-28 05:56:25,GET,78,500,user694
111234,SPFRA005,2024-05-07 07:11:19,POST,275,200,user160
111235,SPFRA005,2025-02-28 01:39:34,PUT,50,400,user731
111236,SPFRA005,2025-05-24 08:03:54,PUT,38,200,user618
111237,SPFRA005,2025-07-18 05:19:56,GET,138,200,user952
111238,SPFRA005,2025-08-19 11:56:08,GET,204,404,user525
111239,SPFRA005,2024-03-25 04:04:23,GET,69,200,user829
111240,SPFRA005,2024-03-17 03:58:59,POST,26,200,user604
111241,SPFRA005,2025-06-01 15:05:59,PUT,1,401,user519
111242,SPFRA005,2024-05-12 12:46:18,GET,107,404,user766
111243,SPFRA005,2025-01-12 14:22:34,GET,436,200,user060
111244,SPFRA005,2025-03-11 17:49:59,POST,23,200,user055
111245,SPFRA005,2024-10-20 03:26:08,GET,1,200,user487
111246,SPFRA005,2025-03-20 09:24:58,GET,1,200,user854
111247,SPFRA005,2025-08-07 18:54:27,GET,166,200,user037
111248,SPFRA005,2024-08-25 06:26:52,GET,1,200,user840
111249,SPFRA005,2024-11-02 20:47:17,DELETE,142,200,user087
111250,SPFRA005,2024-03-19 14:25:52,GET,206,200,user851
111251,SPFRA005,2025-01-12 19:08:03,GET,274,500,user157
111252,SPFRA005,2024-07-03 15:01:08,GET,1,200,user931
111253,SPFRA005,2025-06-03 06:07:48,GET,144,200,user885
111254,SPFRA005,2025-02-17 11:16:57,GET,200,404,user244
111255,SPFRA005,2025-07-19 19:17:24,GET,92,200,user431
111256,SPFRA005,2024-02-09 05:15:04,GET,101,404,user977
111257,SPFRA005,2025-02-01 16:49:51,DELETE,78,200,user632
111258,SPFRA005,2024-06-06 20:02:29,POST,134,200,user468
111259,SPFRA005,2025-01-29 03:28:11,GET,110,200,user924
111260,SPFRA005,2025-04-30 01:01:38,POST,116,200,user114
111261,SPFRA005,2024-08-10 00:38:35,GET,43,404,user095
111262,SPFRA005,2025-03-28 13:21:34,POST,11,200,user629
111263,SPFRA005,2025-09-21 13:20:46,DELETE,88,404,user535
111264,SPFRA005,2024-02-26 22:51:05,GET,109,403,user661
111265,SPFRA005,2025-01-06 03:19:10,POST,371,404,user334
111266,SPFRA005,2025-01-26 09:04:42,PUT,141,400,user009
111267,SPFRA005,2025-08-31 02:42:58,GET,502,404,user336
111268,SPFRA005,2024-07-21 17:08:59,GET,85,404,user705
111269,SPFRA005,2025-03-23 21:13:14,DELETE,96,401,user787
111270,SPFRA005,2024-10-28 10:38:07,GET,278,404,user342
111271,SPFRA005,2025-05-25 02:56:19,GET,1,200,user941
111272,SPFRA005,2025-07-28 14:48:50,GET,498,200,user760
111273,SPFRA005,2025-01-24 21:44:34,GET,211,201,user760
111274,SPFRA005,2025-07-31 16:41:20,DELETE,177,201,user428
111275,SPFRA005,2025-01-14 20:06:22,GET,14,200,user145
111276,SPFRA005,2024-09-27 16:59:36,GET,87,404,user434
111277,SPFRA005,2024-11-17 10:13:14,PUT,45,200,user157
111278,SPFRA005,2025-02-17 18:39:29,GET,70,200,user945
111279,SPFRA005,2024-06-21 22:59:33,PUT,42,200,user479
111280,SPFRA005,2025-07-16 06:13:34,GET,125,200,user904
111281,SPFRA005,2025-09-20 12:23:20,GET,62,200,user211
